prod_id,prod_code,prod_name,prod_description,am_price,uk_retail,manu_name,brand_name,cat_name
0,60149,Hydrating Body Lotion 250ml Rain Kissed Freesia & Daisy,Hydrating Body Lotion 250ml Rain Kissed Freesia & Daisy,£3.25,£14.99,Victoria s Secret,Aqua Kiss,Skincare                      
0,60151,Hydrating Body Lotion 250ml Apple Blossom & Ylang Ylang,Hydrating Body Lotion 250ml Apple Blossom & Ylang Ylang,£3.25,£14.99,Victoria s Secret,Endless Love,Skincare                      
0,67483,Hydrating Body Lotion 250ml Cherry Blossom and Peach,Hydrating Body Lotion 250ml Cherry Blossom and Peach,£4.85,£14.99,Victoria s Secret,Love Spell,Skincare                      
0,68603,Hydrating Body Lotion 250ml Honeysuckle and Jasmine,Hydrating Body Lotion 250ml Honeysuckle and Jasmine,£5.50,£14.99,Victoria s Secret,Secret Charm,Skincare                      
0,62818,Eau de Toilette Spray 75ml,Eau de Toilette Spray 75ml,£15.55,£55.00,Vivienne Westwood,Sunny Alice,Women's Fragrance             
0,67137,Banana Dreams Loose Powder 20g Face Contour Enhancer,Banana Dreams Loose Powder 20g Face Contour Enhancer,£1.50,£6.50,W7,W7 Cosmetics,Make Up                       
0,67146,Bronzing Pearls 30g,Bronzing Pearls 30g,£1.55,£5.99,W7,W7 Cosmetics,Make Up                       
0,62232,Eye Colour Palette In the Buff: Lightly Toasted,Eye Colour Palette In the Buff: Lightly Toasted,£2.92,£9.99,W7,W7 Cosmetics,Eye                           
0,63929,Eye Colour Palette In the Night - Up in Smoke,Eye Colour Palette In the Night - Up in Smoke,£2.95,£9.99,W7,W7 Cosmetics,Eye                           
0,67208,Fashion Lipstick Moisturise Lip Colour 3.5g Silk,Fashion Lipstick Moisturise Lip Colour 3.5g Silk,£0.55,£3.95,W7,W7 Cosmetics,Lips                          
0,67212,Fashion Lipstick Moisturise Lip Colour Display 6 x 6 Shades (36 Units),Fashion Lipstick Moisturise Lip Colour Display 6 x 6 Shades (36 Units),£18.72,£142.20,W7,W7 Cosmetics,Lips                          
0,61794,Hair Chalk Orange,Hair Chalk Orange,£0.65,£5.95,W7,W7 Cosmetics,Toiletries and Haircare       
0,61796,Hair Chalk Green,Hair Chalk Green,£0.65,£5.95,W7,W7 Cosmetics,Toiletries and Haircare       
0,61799,Hair Chalk Peach Red,Hair Chalk Peach Red,£0.65,£5.95,W7,W7 Cosmetics,Toiletries and Haircare       
0,67182,Hollywood Bronze and Glow 13g,Hollywood Bronze and Glow 13g,£1.45,£4.95,W7,W7 Cosmetics,Make Up                       
0,61792,In The Night-Smokey Shades Eye Colour Palette,In The Night-Smokey Shades Eye Colour Palette,£2.95,£9.95,W7,W7 Cosmetics,Eye                           
0,61791,In The Nude Eye Colour Palette 15.6g Selection of 12 Natural Shades,In The Nude Eye Colour Palette 15.6g Selection of 12 Natural Shades,£2.85,£9.95,W7,W7 Cosmetics,Eye                           
0,61793,In the Buff-Natural Nudes Eye Shadow Palette,In the Buff-Natural Nudes Eye Shadow Palette,£2.25,£9.95,W7,W7 Cosmetics,Eye                           
0,64048,In the Nude Eyeshadow Palette 36 Units Outer,In the Nude Eyeshadow Palette 36 Units Outer,£92.00,£360.00,W7,W7 Cosmetics,Eye                           
0,67899,It^s Magic! Make up Remover Cloth,It^s Magic! Make up Remover Cloth,£2.50,£7.95,W7,W7 Cosmetics,Skincare                      
0,67200,Let^s Glow Illuminating Pressed Powder 6g,Let^s Glow Illuminating Pressed Powder 6g,£1.50,£5.99,W7,W7 Cosmetics,Make Up                       
0,67199,Light Diffusing Concealer 1.5g,Light Diffusing Concealer 1.5g,£1.50,£4.95,W7,W7 Cosmetics,Make Up                       
0,67217,Lip Paint - The Art of Gloss 9ml Naughty,Lip Paint - The Art of Gloss 9ml Naughty,£1.25,£3.95,W7,W7 Cosmetics,Lips                          
0,67218,Lip Paint - The Art of Gloss 9ml Perfection,Lip Paint - The Art of Gloss 9ml Perfection,£1.25,£3.95,W7,W7 Cosmetics,Lips                          
0,67174,Nail Gel 8ml Purple Sparks,Nail Gel 8ml Purple Sparks,£1.35,£6.95,W7,W7 Cosmetics,Nails                         
0,67179,Nail Gel 8ml Stardust,Nail Gel 8ml Stardust,£1.35,£6.95,W7,W7 Cosmetics,Nails                         
0,67276,Prime and Glow Illuminating Primer 4g,Prime and Glow Illuminating Primer 4g,£1.50,£6.95,W7,W7 Cosmetics,Make Up                       
